,index,smiles,ic50_value
2462,2508,Cc1cc(N2CCN(CC(=O)NCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,2.4
2463,2509,Cc1cc(N2CCN(CCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.45
2464,2510,Cc1cc(N2CCN(CC#N)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1.4
2465,2511,Cc1cc(N2CCN(CCC#N)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1.1
2466,2512,COCCN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,2.9
2467,2513,CCN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,2.2
2468,2514,CC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,1.1
2469,2515,COCC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0.8
2470,2516,Cc1cc(N2CCN(C(=O)CCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.8
2471,2517,Cc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1.9
2472,2518,COC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0.7000000000000001
2473,2519,CCOC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,1.0
2474,2520,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,14.0
2475,2521,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,11.0
2476,2522,CC[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,1.5
2477,2523,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,12.0
2478,2524,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCCO)(c2ccc(F)cc2)OC1=O,30.0
2479,2525,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2ccccc2F)OC1=O,6.0
2480,2526,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2cccc(F)c2)OC1=O,7.0
2481,2527,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2ccc(F)cc2)OC1=O,8.0
2482,2528,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,21.0
2483,2529,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CC(N)=O)(c2ccc(F)cc2)OC1=O,30.0
2484,2530,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCN)(c2ccc(F)cc2)OC1=O,3.0
2485,2531,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCNC(N)=O)(c2ccc(F)cc2)OC1=O,5.0
2486,2532,CNC(=O)NCC[C@]1(c2ccc(F)cc2)CCN([C@@H](C)c2ccc(-c3ccc(F)cc3F)cc2)C(=O)O1,1.0
2487,2533,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCNS(C)(=O)=O)(c2ccc(F)cc2)OC1=O,9.0
2488,2534,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCNS(N)(=O)=O)(c2ccc(F)cc2)OC1=O,12.0
2489,2535,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCC(N)=O)(c2ccc(F)cc2)OC1=O,30.0
2490,2536,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCCN)(c2ccc(F)cc2)OC1=O,2.0
2491,2537,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCCNC(N)=O)(c2ccc(F)cc2)OC1=O,4.0
2492,2538,CNC(=O)NCCC[C@]1(c2ccc(F)cc2)CCN([C@@H](C)c2ccc(-c3ccc(F)cc3F)cc2)C(=O)O1,0.6000000000000001
2493,2539,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCCNS(C)(=O)=O)(c2ccc(F)cc2)OC1=O,7.0
2494,2540,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,50.0
2495,2541,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,25.0
2496,2542,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)nc3scnc23)cc1OC,50.0
2497,2543,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3n[nH]c4ccc(OC(F)F)cc34)nc12,19.0
2498,2544,Cn1nc(-c2cnc3[nH]cc(C(=O)NC4(C)CCNCC4)c3n2)c2ccc(F)cc21,50.0
2499,2545,Cn1nc(-c2cnc3[nH]cc(C(=O)NC4COCC(N)C4)c3n2)c2ccc(F)cc21,50.0
2500,2546,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@]4(C)C[C@@H](N)C4)c3n2)c2ccc(F)cc21,50.0
2501,2547,CN(C)CCCn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,50.0
2502,2548,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCS(C)(=O)=O)c4cc(F)ccc34)nc12,50.0
2503,2549,CC(C)(CO)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4cc(F)ccc34)nc12,50.0
2504,2550,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4cc(F)ccc34)nc12,50.0
2505,2551,CC(C)(CO)NC(=O)c1c[nH]c2ncc(-c3nn(CCCS(C)(=O)=O)c4cc(F)ccc34)nc12,50.0
2506,2552,Cc1ccc2c(-c3cnc4[nH]cc(C(=O)NC(C)(C)CO)c4n3)nn(CCCN(C)C)c2c1,50.0
2507,2553,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(C4CCNCC4)c4cc(F)ccc34)nc12,50.0
2508,2554,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3ncn4c3CCCC4)nc12,50.0
2509,2555,COc1ccc(-c2cnc3[nH]cc(C(=O)NC(C)CO)c3n2)cc1OC,50.0
2510,2556,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(Cl)cc21,50.0
2511,2557,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c2ccc(Cl)cc21,7.0
2512,2558,Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@H]4C[C@H](O)C4)c3n2)c2ccc(F)cc21,50.0
2513,2559,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,19.0
2514,2560,N#Cc1ccc(C2CCCc3cncn32)cc1,
2515,2561,c1cncc(-c2ccc3ccccc3c2)c1,
2516,2562,COc1ccc2ccc(-c3cccnc3)cc2c1,
2517,2563,COc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,3560.0
2518,2564,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,2700.0
2519,2565,Oc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,1759.0
2520,2566,COc1ccc2ccc(-c3cccnc3)c(F)c2c1,10000.0
2521,2567,Oc1ccc2ccc(-c3cccnc3)c(F)c2c1,1262.0
2522,2568,COc1ccc2ccc(-c3cccnc3)c(Cl)c2c1F,1009.0
2523,2569,Oc1ccc2ccc(-c3cccnc3)c(Cl)c2c1F,10000.0
2524,2570,COc1ccc2ccc(-c3cncc(F)c3)c(Cl)c2c1,10000.0
2525,2571,Oc1ccc2ccc(-c3cncc(F)c3)c(Cl)c2c1,3581.0
2526,2572,COc1cncc(-c2ccc3ccc(OC)cc3c2Cl)c1,10000.0
2527,2573,COc1cncc(-c2ccc3ccc(O)cc3c2Cl)c1,4196.0
2528,2574,COc1ccc2ccc(-c3cncc(O)c3)c(Cl)c2c1,6720.0
2529,2575,Oc1cncc(-c2ccc3ccc(O)cc3c2Cl)c1,5046.0
2530,2576,COc1ccc2ccc(-c3cncnc3)c(Cl)c2c1,10000.0
2531,2577,Oc1ccc2ccc(-c3cncnc3)c(Cl)c2c1,2145.0
2532,2578,COc1ccc2ccc(-c3cncc4ccccc34)c(Cl)c2c1,10000.0
2533,2579,Oc1ccc2ccc(-c3cncc4ccccc34)c(Cl)c2c1,1739.0
2534,2580,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,50.0
2535,2581,Cn1c(N2CCO[C@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,
2536,2582,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2F)cc1=O,50.0
2537,2583,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2Cl)cc1=O,
2538,2584,Cc1cnccc1-c1cc(=O)n(C)c(N2CCO[C@@H](c3ccc(F)cc3)C2)n1,
2539,2585,COc1cnccc1-c1cc(=O)n(C)c(N2CCO[C@@H](c3ccc(F)cc3)C2)n1,
2540,2586,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccnc(Cl)c2)cc1=O,
2541,2587,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,50.0
2542,2588,Cn1c(N2CCO[C@@H](c3ccc(C#N)cc3)C2)nc(-c2ccncn2)cc1=O,
2543,2589,COc1ccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)cc1,
2544,2590,COc1cccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)c1,50.0
2545,2591,Cn1c(N2CCO[C@@H](c3ccccc3F)C2)nc(-c2ccncn2)cc1=O,
2546,2592,COc1ccccc1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,
2547,2593,COc1cc(F)ccc1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,
2548,2594,COc1cccc(OC)c1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,
2549,2595,Cn1c(N2CCO[C@@H](c3ccc(C#N)cc3F)C2)nc(-c2ccncn2)cc1=O,
2550,2596,Cn1c(N2CCO[C@@H](c3c(F)cccc3Cl)C2)nc(-c2ccncn2)cc1=O,
2551,2597,Cn1c(NCC(=O)c2ccccc2)nc(-c2ccncc2)cc1=O,50.0
2552,2598,Cn1c(N2CCOC(c3ccccc3)C2)nc(-c2ccncc2)cc1=O,50.0
2553,2599,Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,50.0
2554,2600,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,50.0
2555,2601,COCCc1ccc(OCC(O)CNC(C)C)cc1,50.0
2556,2602,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,12.0
2557,2603,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,46.3
2558,2604,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,33.1
2559,2605,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,23.3
2560,2606,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,13.9
2561,2607,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,50.0
2562,2608,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,50.0
2563,2609,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,13.6
2564,2610,Clc1ccccc1CN1CCc2sccc2C1,32.7
2565,2611,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.47000000000000003
2566,2612,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,50.0
2567,2613,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,23.6
2568,2614,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,50.0
2569,2615,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1.78
2570,2616,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,29.2
2571,2617,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,49.1
2572,2618,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.38
2573,2619,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],5.62
2574,2620,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,17.6
2575,2621,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.11
2576,2622,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.2
2577,2623,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,30.0
2578,2624,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,30.0
2579,2625,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.1
2580,2626,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,10.6
2581,2627,Cc1ccccc1C(OCCN(C)C)c1ccccc1,30.0
2582,2628,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,30.0
2583,2629,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,30.0
2584,2630,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,30.0
2585,2631,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.1
2586,2632,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,0.667
2587,2633,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,30.0
2588,2634,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,30.0
2589,2635,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,30.0
2590,2636,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,30.0
2591,2637,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,30.0
2592,2638,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,24.1
2593,2639,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,30.0
2594,2640,Nc1nc(N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)c2nc(-c3cccnc3)sc2n1,
2595,2641,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)cc1,20.0
2596,2642,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sncc34)[C@@H](C)C2)c(C)c1,20.0
2597,2643,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@H](C)C2)c(C)c1,
2598,2644,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)C(C)C2)cc1,
2599,2645,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)CC2C)cc1,
2600,2646,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,1.6
2601,2647,Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,0.9
2602,2648,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)c(C)n1,20.0
2603,2649,COc1ccc(NC(=O)N2C[C@@H](C)N(c3nc(N)nc4scnc34)[C@@H](C)C2)cc1,
2604,2650,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)C(C)C2C)cc1,
2605,2651,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3ncn4C)[C@@H](C)C2)c(C)c1,20.0
2606,2652,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5ccccc5)nc34)CC2)cc1,20.0
2607,2653,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3cnn4C)[C@@H](C)C2)c(C)c1,20.0
2608,2654,COc1ccc(NC(=O)N2CC3CCC(C2)N3c2nc(N)nc3scnc23)cc1,
2609,2655,COc1ccc(NC(=O)N2C[C@H](C)N(c3nc(N)nc4scnc34)C[C@H]2C)cc1,
2610,2656,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sccc34)[C@@H](C)C2)c(C)c1,20.0
2611,2657,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)c(C)c1,20.0
2612,2658,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)CC2)cc1,20.0
2613,2659,COc1ccc(NC(=O)N2C3CCC2CN(c2nc(N)nc4scnc24)C3)cc1,
2614,2660,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cc3)C[C@H]2C1=O,30.0
2615,2661,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cn3)C[C@H]2C1=O,6.4
2616,2662,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccn3)C[C@H]2C1=O,30.0
2617,2663,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,1.2
2618,2664,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,1.3
2619,2665,CCCOc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,1.2
2620,2666,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)c(N4CCOCC4)n3)C[C@H]2C1=O,30.0
2621,2667,COc1cc(C#N)cc(-c2csc([C@]34CN(c5ncc(F)cn5)C[C@H]3C(=O)N(C)C(=N)N4)c2)c1,1.6
2622,2668,CCc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,0.9
2623,2669,CN1C(=N)N[C@@]2(c3cc(-c4cccc(Cl)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,1.2
2624,2670,CN1C(=N)N[C@@]2(c3cc(Br)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,0.9
2625,2671,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)c(N4CCCC4)n3)C[C@H]2C1=O,30.0
2626,2672,CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)c(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,5.7
2627,2673,CN1C(=N)N[C@@]2(c3cc(-c4cc(F)cc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,1.6
2628,2674,Cc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)nc(C)c1F,13.0
2629,2675,Cc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,0.6000000000000001
2630,2676,CN1C(=N)N[C@@]2(c3cc(-c4cc(F)cc(F)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,1.0
2631,2677,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)nc(C)c1F,11.0
2632,2678,CCOc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,0.7000000000000001
2633,2679,CN1C(=N)N[C@@]2(c3cc(-c4ccc(Cl)c(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,5.5
2634,2680,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,3.7
2635,2681,COc1nc(-c2csc(Nc3c4c(nn3CCO)CCCC4)n2)ccc1-n1cnc(C)c1,30.0
2636,2682,COc1nc(-c2csc(Nc3c4c(nn3C)CCC4)n2)ccc1-n1cnc(C)c1,4.5
2637,2683,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCCC2,11.0
2638,2684,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2(C)C,0.75
2639,2685,CCn1nc(C2(C)CC2)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1,4.1
2640,2686,COc1nc(-c2csc(Nc3c4c(nn3CCF)CCCC4)n2)ccc1-n1cnc(C)c1,1.0
2641,2687,COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CC(F)(F)F)n2)ccc1-n1cnc(C)c1,1.0
2642,2688,COc1nc(-c2csc(Nc3c4c(nn3C(C)(C)C)CCCC4)n2)ccc1-n1cnc(C)c1,5.3
2643,2689,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2,20.0
2644,2690,COc1nc(-c2csc(Nc3c4c(nn3CCF)CCC4)n2)ccc1-n1cnc(C)c1,10.5
2645,2691,COc1nc(-c2csc(Nc3c4c(nn3CC(C)(C)O)CCCC4)n2)ccc1-n1cnc(C)c1,1.1
2646,2692,COc1nc(-c2csc(Nc3c4c(nn3CCO)CCC4)n2)ccc1-n1cnc(C)c1,0.05
2647,2693,CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1,5.3
2648,2694,COc1nc(-c2csc(Nc3c4c(nn3CCCO)CCCC4)n2)ccc1-n1cnc(C)c1,2.2
2649,2695,COc1nc(-c2csc(Nc3c4c(nn3CC(F)(F)F)CCC4)n2)ccc1-n1cnc(C)c1,1.4
2650,2696,COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CCF)n2)ccc1-n1cnc(C)c1,0.04
2651,2697,COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3C(C)C)n2)ccc1-n1cnc(C)c1,2.3
2652,2698,COc1nc(-c2csc(Nc3c4c(nn3C3CCC3)CCCC4)n2)ccc1-n1cnc(C)c1,0.59
2653,2699,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)C(C)CC2(C)C,1.5
2654,2700,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,77.7
2655,2701,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1,21.8
2656,2702,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.245
2657,2703,COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O,36.2
2658,2704,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,100.0
2659,2705,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,100.0
2660,2706,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,20.6
2661,2707,C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/CC1,21.8
2662,2708,C/C1=C\[C@H](O)C[C@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,42.6
2663,2709,C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/[C@H](O)C1,35.5
2664,2710,CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1OC(C)=O,55.8
2665,2711,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1OC(C)=O,14.4
2666,2712,C/C1=C\[C@H](O)C[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,62.5
2667,2713,C/C1=C\CC[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,48.4
2668,2714,CC(=O)O[C@@H]1[C@@H](O)[C@@H](OC(C)=O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,31.6
2669,2715,CC(=O)O[C@H]1[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](C)[C@H](O)[C@H]1O,59.0
2670,2716,CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1O,98.3
